bikeStationID,name,latitude,longitude,category
1,Whole Foods Market,49.264017781723304,-123.11530270683869,Grocery Store
1,La Taqueria Pinche Taco Shop,49.263534,-123.112795,Taco Restaurant
1,Marulilu Cafe,49.26333782125798,-123.11411798000334,Japanese Restaurant
1,Elysian Coffee,49.263168,-123.117331,Coffee Shop
1,Caffè Cittadella,49.264825384675746,-123.11734283669146,Café
1,HomeSense,49.26420871065621,-123.11441002674437,Furniture and Home Store
1,Aperture Coffee Bar,49.26325210516326,-123.11043836933169,Coffee Shop
1,Menchie's,49.26477393506128,-123.11503276462442,Frozen Yogurt Shop
1,Rogue Kitchen & Wetbar,49.2630892687977,-123.11772286891937,Bar
1,Moii Cafe,49.26264467183776,-123.11514794826508,Café
1,Milano Coffee,49.26379,-123.1088,Coffee Shop
1,Indian Roti Kitchen,49.25894973078272,-123.11508745625326,Indian Restaurant
1,Sushi Dragon,49.263099771039634,-123.11820566654205,Japanese Restaurant
1,Smith’s Bagelry,49.263227,-123.108703,Bagel Shop
1,Peaceful Restaurant 和平饭店,49.26307526580492,-123.11604917049407,Chinese Restaurant
1,Vij's,49.25752537203085,-123.11508256181219,Indian Restaurant
1,Cactus Club Cafe,49.26340783580952,-123.11727494001389,American Restaurant
1,Saku,49.26308716838106,-123.1166285276413,Japanese Restaurant
1,Hot Pink,49.26681042328234,-123.11281442642212,Art Gallery
1,The Beaumont Studios,49.26652692604206,-123.11107050283411,Art Gallery
1,Modus Coffee,49.26304127828511,-123.10721158679615,Café
1,Starbucks,49.264237,-123.114506,Coffee Shop
1,33 Acres Brewing Company,49.26385708992825,-123.10532987035252,Brewery
1,Marble Slab Creamery,49.26328527130964,-123.11634224665607,Ice Cream Parlor
1,Hokkaido Ramen Santouka,49.26307526580492,-123.11680018901825,Ramen Restaurant
1,Body Energy Club,49.26100706323804,-123.11703809047192,Restaurant
1,Jonathon Rogers Park,49.264079970449885,-123.10802936553955,Park
1,Elysian Coffee,49.26462056353454,-123.10496259408076,Coffee Shop
1,Emelle's Catering,49.26460072672688,-123.10867977308867,Bistro
1,Mountain Equipment Co-Op (MEC),49.26301649526776,-123.10852174366461,Outdoor Supply Store
1,Uma Sushi,49.263815,-123.113589,Sushi Restaurant
1,The Juice Truck,49.266447251463006,-123.10553065168328,Juice Bar
1,Passion8,49.25841856654057,-123.11497211421313,Dessert Shop
1,Solly’s Bagelry,49.264783929651465,-123.11269758434084,Bagel Shop
1,Dynasty Seafood Restaurant 皇朝海鮮酒家,49.26369279404139,-123.121258020401,Chinese Restaurant
1,Menya Raizo,49.263249,-123.112982,Ramen Restaurant
1,Corduroy Pie Company,49.257052576172846,-123.12126486471963,Pizzeria
1,Rain Or Shine,49.25513287020206,-123.11508058282249,Ice Cream Parlor
1,Sweetery Cafe + Dessert,49.26821459008283,-123.11166573616093,Café
1,Taqueria,49.264696801660435,-123.11490318603171,Mexican Restaurant
1,Martini's,49.263088,-123.108217,Italian Restaurant
1,Gyu-Kaku Japanese BBQ,49.263361993540684,-123.1255335332362,BBQ Joint
